Crop,Variety,State,Season,Year,Quantity,Production,Unit,Cost,Recommended_Zone
Oilseeds,Standard,Gujarat,Rabi,2002,15.24,15.84,Tons,26505.76,Gujarat
Wheat,High Yield,Gujarat,Zaid,2007,35.39,41.79,Tons,76826.06,Gujarat
Wheat,High Yield,Punjab,Zaid,2013,39.44,35.14,Tons,72971.15,Punjab
Rice,Hybrid,Tamil Nadu,Rabi,2004,42.59,43.51,Tons,89260.01,Tamil Nadu
Soybean,Organic,Uttar Pradesh,Zaid,2003,10.65,11.27,Tons,22044.09,Uttar Pradesh
Oilseeds,High Yield,Karnataka,Rabi,2003,11.88,11.42,Tons,27514.66,Karnataka
Wheat,High Yield,Andhra Pradesh,Zaid,2003,29.69,26.22,Tons,70039.72,Andhra Pradesh
Rice,High Yield,Madhya Pradesh,Zaid,2002,30.58,24.75,Tons,72017.64,Madhya Pradesh
Cotton,Organic,Uttar Pradesh,Kharif,2009,13.0,13.46,Tons,29281.03,Uttar Pradesh
Soybean,High Yield,Tamil Nadu,Kharif,2013,9.71,10.87,Tons,15873.64,Tamil Nadu
Wheat,High Yield,Tamil Nadu,Zaid,2009,25.67,21.63,Tons,39657.38,Tamil Nadu
Rice,Hybrid,Madhya Pradesh,Rabi,2011,39.38,43.01,Tons,70844.8,Madhya Pradesh
Jute,Standard,Madhya Pradesh,Rabi,2004,16.89,14.54,Tons,31363.31,Madhya Pradesh
Soybean,Standard,Gujarat,Rabi,2008,10.93,11.28,Tons,23244.58,Gujarat
Pulses,High Yield,Uttar Pradesh,Kharif,2001,10.72,12.11,Tons,16679.13,Uttar Pradesh
Maize,Hybrid,Maharashtra,Kharif,2004,28.49,32.8,Tons,52599.45,Maharashtra
Pulses,Hybrid,Madhya Pradesh,Rabi,2005,9.04,10.1,Tons,18650.06,Madhya Pradesh
Sugarcane,Organic,Haryana,Rabi,2003,106.58,101.4,Tons,237947.0,Haryana
Sugarcane,Hybrid,Uttar Pradesh,Kharif,2009,77.75,89.09,Tons,124477.97,Uttar Pradesh
Sugarcane,High Yield,Uttar Pradesh,Zaid,2006,67.37,78.21,Tons,109960.84,Uttar Pradesh
Groundnut,High Yield,Rajasthan,Kharif,2005,12.02,12.53,Tons,23875.21,Rajasthan
Pulses,High Yield,Andhra Pradesh,Kharif,2012,7.49,8.78,Tons,15718.22,Andhra Pradesh
Oilseeds,Hybrid,Karnataka,Zaid,2011,7.83,8.81,Tons,19341.79,Karnataka
Pulses,Hybrid,Rajasthan,Rabi,2011,6.62,6.21,Tons,11211.19,Rajasthan
Groundnut,Standard,Punjab,Kharif,2008,17.84,21.17,Tons,32114.72,Punjab
Groundnut,Standard,Madhya Pradesh,Rabi,2005,15.61,17.2,Tons,34737.3,Madhya Pradesh
Sugarcane,Hybrid,Andhra Pradesh,Zaid,2006,62.8,51.56,Tons,132021.35,Andhra Pradesh
Groundnut,High Yield,Tamil Nadu,Kharif,2001,17.18,16.05,Tons,39447.98,Tamil Nadu
Rice,Standard,Madhya Pradesh,Kharif,2003,35.33,35.2,Tons,57882.38,Madhya Pradesh
Sugarcane,Organic,Rajasthan,Rabi,2003,70.51,56.97,Tons,158262.42,Rajasthan
Oilseeds,High Yield,Punjab,Zaid,2013,12.91,11.64,Tons,21069.36,Punjab
Soybean,Organic,Andhra Pradesh,Zaid,2004,7.47,6.15,Tons,15001.45,Andhra Pradesh
Sugarcane,High Yield,Tamil Nadu,Kharif,2006,79.46,87.14,Tons,176277.62,Tamil Nadu
Groundnut,Organic,Uttar Pradesh,Rabi,2002,18.68,18.41,Tons,43595.77,Uttar Pradesh
Wheat,Standard,Madhya Pradesh,Kharif,2007,35.16,36.01,Tons,75507.52,Madhya Pradesh
Sugarcane,Organic,Andhra Pradesh,Rabi,2002,84.19,88.81,Tons,181396.71,Andhra Pradesh
Pulses,Hybrid,Uttar Pradesh,Kharif,2007,10.85,12.41,Tons,20655.89,Uttar Pradesh
Rice,High Yield,Madhya Pradesh,Rabi,2003,37.63,33.61,Tons,85312.18,Madhya Pradesh
Maize,Standard,Uttar Pradesh,Zaid,2006,27.14,30.24,Tons,58656.92,Uttar Pradesh
Maize,High Yield,Punjab,Kharif,2013,30.06,31.69,Tons,55457.31,Punjab
Oilseeds,Hybrid,Karnataka,Rabi,2014,12.75,12.52,Tons,20661.43,Karnataka
Cotton,Standard,Punjab,Kharif,2006,13.52,11.2,Tons,27172.1,Punjab
Soybean,Organic,Gujarat,Kharif,2009,10.66,10.84,Tons,24495.79,Gujarat
Jute,Organic,Rajasthan,Kharif,2012,16.01,18.02,Tons,28286.64,Rajasthan
Groundnut,Hybrid,Karnataka,Rabi,2006,15.5,13.66,Tons,31045.27,Karnataka
Pulses,High Yield,Maharashtra,Zaid,2009,6.16,6.74,Tons,9765.15,Maharashtra
Groundnut,Hybrid,Karnataka,Kharif,2014,15.45,15.7,Tons,24312.85,Karnataka
Oilseeds,High Yield,Uttar Pradesh,Kharif,2006,13.64,15.89,Tons,30698.66,Uttar Pradesh
Cotton,Standard,Andhra Pradesh,Zaid,2006,10.39,10.13,Tons,16927.74,Andhra Pradesh
Pulses,Organic,Tamil Nadu,Rabi,2010,9.25,9.67,Tons,13977.89,Tamil Nadu
Sugarcane,Standard,Madhya Pradesh,Kharif,2009,56.53,49.94,Tons,128585.55,Madhya Pradesh
Pulses,High Yield,Haryana,Rabi,2011,9.58,9.5,Tons,22381.46,Haryana
Oilseeds,Hybrid,Punjab,Rabi,2004,15.7,16.48,Tons,31393.14,Punjab
Cotton,Hybrid,Rajasthan,Zaid,2002,7.67,8.77,Tons,15429.88,Rajasthan
Groundnut,Hybrid,Punjab,Kharif,2012,16.73,15.54,Tons,27329.37,Punjab
Groundnut,Organic,Maharashtra,Zaid,2005,13.28,15.09,Tons,29541.08,Maharashtra
Oilseeds,Organic,Tamil Nadu,Rabi,2007,14.3,12.23,Tons,35731.79,Tamil Nadu
Groundnut,Hybrid,Punjab,Rabi,2013,18.75,16.2,Tons,32559.24,Punjab
Groundnut,Standard,Madhya Pradesh,Rabi,2006,15.24,14.67,Tons,28136.48,Madhya Pradesh
Rice,Organic,Rajasthan,Kharif,2007,31.4,26.49,Tons,51293.71,Rajasthan
Groundnut,Organic,Maharashtra,Rabi,2014,17.4,14.02,Tons,43317.42,Maharashtra
Sugarcane,Standard,Gujarat,Rabi,2003,82.31,68.5,Tons,199259.42,Gujarat
Cotton,Hybrid,Rajasthan,Kharif,2009,10.24,12.07,Tons,15763.8,Rajasthan
Pulses,High Yield,Rajasthan,Kharif,2006,5.81,5.36,Tons,9579.38,Rajasthan
Sugarcane,Hybrid,Tamil Nadu,Zaid,2010,62.43,71.28,Tons,137343.27,Tamil Nadu
Jute,Hybrid,Maharashtra,Rabi,2013,21.43,22.76,Tons,36486.78,Maharashtra
Wheat,Standard,Gujarat,Rabi,2005,39.5,37.66,Tons,85271.55,Gujarat
Rice,Standard,Punjab,Kharif,2005,54.56,60.96,Tons,98858.27,Punjab
Wheat,High Yield,Gujarat,Zaid,2011,33.14,28.02,Tons,82322.64,Gujarat
Soybean,Organic,Karnataka,Zaid,2001,8.69,8.81,Tons,13642.25,Karnataka
Soybean,Organic,Punjab,Rabi,2013,15.84,18.76,Tons,39127.02,Punjab
Maize,Standard,Madhya Pradesh,Kharif,2005,23.29,21.77,Tons,51741.15,Madhya Pradesh
Jute,Organic,Rajasthan,Zaid,2003,13.02,12.44,Tons,25051.66,Rajasthan
Soybean,Hybrid,Andhra Pradesh,Kharif,2001,10.68,12.22,Tons,22236.18,Andhra Pradesh
Soybean,Standard,Punjab,Zaid,2003,9.34,10.19,Tons,22946.6,Punjab
Jute,High Yield,Haryana,Kharif,2005,25.04,28.84,Tons,59965.91,Haryana
Maize,Organic,Haryana,Zaid,2007,21.81,24.8,Tons,41175.32,Haryana
Oilseeds,High Yield,Karnataka,Rabi,2008,13.2,13.96,Tons,31045.2,Karnataka
Sugarcane,Hybrid,Tamil Nadu,Rabi,2001,83.52,76.31,Tons,133819.22,Tamil Nadu
Cotton,Hybrid,Gujarat,Kharif,2001,12.75,15.01,Tons,19368.21,Gujarat
Sugarcane,High Yield,Andhra Pradesh,Kharif,2004,70.56,61.42,Tons,145786.31,Andhra Pradesh
Maize,High Yield,Uttar Pradesh,Kharif,2013,27.8,25.98,Tons,42560.78,Uttar Pradesh
Pulses,Hybrid,Rajasthan,Kharif,2008,6.85,5.56,Tons,15636.43,Rajasthan
Soybean,Standard,Uttar Pradesh,Kharif,2011,13.68,13.9,Tons,22702.76,Uttar Pradesh
Groundnut,High Yield,Madhya Pradesh,Zaid,2002,9.47,9.98,Tons,20465.54,Madhya Pradesh
Soybean,Standard,Uttar Pradesh,Zaid,2011,10.02,9.41,Tons,23054.93,Uttar Pradesh
Sugarcane,High Yield,Rajasthan,Kharif,2002,64.95,77.88,Tons,116997.57,Rajasthan
Soybean,High Yield,Karnataka,Rabi,2008,9.87,10.81,Tons,16446.5,Karnataka
Wheat,High Yield,Maharashtra,Kharif,2009,31.82,29.51,Tons,51208.05,Maharashtra
Sugarcane,Standard,Karnataka,Kharif,2009,60.56,71.74,Tons,141721.17,Karnataka
Groundnut,Organic,Tamil Nadu,Zaid,2008,11.07,12.02,Tons,19948.73,Tamil Nadu
Cotton,Hybrid,Punjab,Kharif,2002,16.09,15.54,Tons,26611.29,Punjab
Wheat,Hybrid,Madhya Pradesh,Zaid,2008,22.42,18.24,Tons,55486.63,Madhya Pradesh
Oilseeds,Hybrid,Haryana,Kharif,2004,13.25,12.37,Tons,20418.58,Haryana
Maize,Organic,Karnataka,Kharif,2003,21.94,18.74,Tons,36319.55,Karnataka
Jute,Hybrid,Karnataka,Rabi,2007,19.42,21.9,Tons,31615.4,Karnataka
Soybean,Standard,Punjab,Zaid,2010,11.73,10.05,Tons,29000.44,Punjab
Groundnut,Organic,Tamil Nadu,Kharif,2009,16.34,15.52,Tons,34717.04,Tamil Nadu
Rice,Organic,Tamil Nadu,Zaid,2008,36.89,33.07,Tons,64770.84,Tamil Nadu
Rice,High Yield,Maharashtra,Rabi,2011,41.97,38.46,Tons,89777.64,Maharashtra
Sugarcane,Standard,Andhra Pradesh,Kharif,2008,78.63,78.27,Tons,157543.12,Andhra Pradesh
Groundnut,High Yield,Maharashtra,Kharif,2014,17.05,19.66,Tons,31701.12,Maharashtra
Cotton,Standard,Haryana,Kharif,2013,15.45,12.74,Tons,25669.55,Haryana
Oilseeds,Organic,Rajasthan,Kharif,2007,10.15,10.37,Tons,24585.22,Rajasthan
Maize,High Yield,Haryana,Kharif,2006,32.3,33.03,Tons,48616.14,Haryana
Pulses,Standard,Madhya Pradesh,Zaid,2010,6.16,6.0,Tons,12480.63,Madhya Pradesh
Maize,Organic,Punjab,Zaid,2007,26.91,25.63,Tons,63159.42,Punjab
Sugarcane,High Yield,Rajasthan,Kharif,2010,58.07,58.62,Tons,138024.71,Rajasthan
Sugarcane,Hybrid,Madhya Pradesh,Rabi,2013,73.41,87.4,Tons,126248.24,Madhya Pradesh
Oilseeds,Hybrid,Uttar Pradesh,Kharif,2008,12.53,14.85,Tons,20782.69,Uttar Pradesh
Oilseeds,High Yield,Rajasthan,Kharif,2012,11.67,12.27,Tons,25548.78,Rajasthan
Wheat,High Yield,Gujarat,Kharif,2007,36.24,39.62,Tons,77427.5,Gujarat
Soybean,Standard,Madhya Pradesh,Zaid,2003,8.19,8.26,Tons,15923.54,Madhya Pradesh
Cotton,Standard,Uttar Pradesh,Zaid,2009,12.94,13.22,Tons,20623.97,Uttar Pradesh
Wheat,Hybrid,Uttar Pradesh,Kharif,2010,45.12,39.94,Tons,81301.85,Uttar Pradesh
Jute,Hybrid,Uttar Pradesh,Kharif,2002,25.1,20.82,Tons,53904.19,Uttar Pradesh
Groundnut,Organic,Punjab,Kharif,2001,22.06,24.67,Tons,40020.14,Punjab
Rice,Hybrid,Punjab,Zaid,2014,46.74,43.4,Tons,77465.73,Punjab
Wheat,Organic,Haryana,Zaid,2007,36.66,32.55,Tons,63198.19,Haryana
Rice,High Yield,Punjab,Kharif,2005,44.37,44.59,Tons,103506.38,Punjab
Rice,Organic,Andhra Pradesh,Kharif,2009,37.09,42.44,Tons,74157.19,Andhra Pradesh
Wheat,High Yield,Rajasthan,Zaid,2012,21.62,22.33,Tons,52644.93,Rajasthan
Oilseeds,Hybrid,Tamil Nadu,Zaid,2010,9.88,11.46,Tons,20968.47,Tamil Nadu
Jute,High Yield,Karnataka,Kharif,2009,17.3,19.55,Tons,37754.08,Karnataka
Oilseeds,Hybrid,Haryana,Rabi,2010,14.31,13.82,Tons,23868.42,Haryana
Cotton,Organic,Tamil Nadu,Zaid,2009,9.44,10.53,Tons,17428.07,Tamil Nadu
Sugarcane,High Yield,Karnataka,Kharif,2002,70.61,63.41,Tons,126475.36,Karnataka
Oilseeds,Hybrid,Tamil Nadu,Kharif,2013,11.88,13.94,Tons,19302.64,Tamil Nadu
Oilseeds,Hybrid,Rajasthan,Kharif,2002,9.12,8.21,Tons,20448.9,Rajasthan
Pulses,Organic,Uttar Pradesh,Rabi,2003,9.44,10.09,Tons,23603.37,Uttar Pradesh
Oilseeds,Organic,Maharashtra,Zaid,2006,10.15,9.69,Tons,23739.92,Maharashtra
Jute,Standard,Uttar Pradesh,Kharif,2011,24.64,23.73,Tons,57024.35,Uttar Pradesh
Wheat,Organic,Rajasthan,Kharif,2013,25.64,24.13,Tons,38811.01,Rajasthan
Cotton,Standard,Maharashtra,Rabi,2014,12.12,14.18,Tons,28473.55,Maharashtra
Maize,Standard,Haryana,Rabi,2009,34.7,33.83,Tons,78366.31,Haryana
Cotton,Organic,Uttar Pradesh,Kharif,2010,13.14,14.87,Tons,21611.18,Uttar Pradesh
Soybean,Organic,Tamil Nadu,Rabi,2014,11.27,9.04,Tons,19417.42,Tamil Nadu
Maize,High Yield,Tamil Nadu,Rabi,2003,24.81,24.72,Tons,57752.29,Tamil Nadu
Groundnut,High Yield,Madhya Pradesh,Zaid,2004,9.9,10.67,Tons,22478.11,Madhya Pradesh
Maize,Hybrid,Tamil Nadu,Rabi,2010,29.94,29.16,Tons,60322.78,Tamil Nadu
Rice,Standard,Punjab,Kharif,2005,58.66,67.1,Tons,122626.71,Punjab
Cotton,Standard,Punjab,Rabi,2012,18.18,17.71,Tons,35647.45,Punjab
Sugarcane,Standard,Uttar Pradesh,Kharif,2011,78.2,64.42,Tons,176924.04,Uttar Pradesh
Jute,Standard,Andhra Pradesh,Rabi,2013,19.35,21.85,Tons,42385.51,Andhra Pradesh
Wheat,Organic,Andhra Pradesh,Zaid,2010,29.69,32.8,Tons,47122.2,Andhra Pradesh
Jute,Standard,Uttar Pradesh,Rabi,2011,23.78,19.21,Tons,42659.21,Uttar Pradesh
Wheat,High Yield,Tamil Nadu,Kharif,2008,40.84,46.59,Tons,68203.3,Tamil Nadu
Wheat,Standard,Karnataka,Rabi,2013,38.51,43.15,Tons,82741.22,Karnataka
Rice,Organic,Uttar Pradesh,Zaid,2003,33.67,39.4,Tons,81324.7,Uttar Pradesh
Rice,Standard,Punjab,Zaid,2008,41.09,47.21,Tons,98907.79,Punjab
Maize,Standard,Haryana,Rabi,2009,33.14,32.03,Tons,54928.21,Haryana
Wheat,High Yield,Gujarat,Zaid,2006,32.56,28.01,Tons,49543.37,Gujarat
Jute,Standard,Rajasthan,Zaid,2014,13.51,14.99,Tons,29377.89,Rajasthan
Oilseeds,Hybrid,Tamil Nadu,Rabi,2008,14.17,12.27,Tons,22961.33,Tamil Nadu
Groundnut,Hybrid,Karnataka,Rabi,2013,15.39,14.32,Tons,23481.67,Karnataka
Rice,Organic,Haryana,Rabi,2008,55.31,66.15,Tons,103317.22,Haryana
Groundnut,Standard,Karnataka,Kharif,2014,14.31,14.63,Tons,23856.66,Karnataka
Sugarcane,High Yield,Andhra Pradesh,Zaid,2005,60.03,52.35,Tons,144070.38,Andhra Pradesh
Sugarcane,Organic,Tamil Nadu,Kharif,2008,79.04,73.98,Tons,123262.92,Tamil Nadu
Rice,Standard,Tamil Nadu,Rabi,2008,50.61,60.33,Tons,126200.12,Tamil Nadu
Cotton,Standard,Maharashtra,Rabi,2002,11.8,10.16,Tons,28256.29,Maharashtra
Soybean,Hybrid,Gujarat,Zaid,2008,10.09,9.61,Tons,23136.19,Gujarat
Wheat,Standard,Rajasthan,Kharif,2007,31.86,34.02,Tons,65928.3,Rajasthan
Maize,High Yield,Haryana,Rabi,2004,35.22,38.92,Tons,80774.77,Haryana
Groundnut,High Yield,Haryana,Zaid,2008,14.45,13.21,Tons,35125.93,Haryana
Pulses,Standard,Uttar Pradesh,Rabi,2007,9.68,10.83,Tons,20363.2,Uttar Pradesh
Wheat,Standard,Punjab,Kharif,2006,47.8,48.2,Tons,112791.11,Punjab
Jute,Organic,Haryana,Kharif,2002,28.07,25.5,Tons,62606.55,Haryana
Pulses,High Yield,Madhya Pradesh,Zaid,2010,5.11,5.09,Tons,8278.19,Madhya Pradesh
Pulses,High Yield,Haryana,Rabi,2009,10.25,9.05,Tons,19725.31,Haryana
Wheat,High Yield,Andhra Pradesh,Zaid,2014,32.11,36.07,Tons,64423.92,Andhra Pradesh
Rice,Hybrid,Gujarat,Kharif,2014,43.79,47.71,Tons,84126.5,Gujarat
Jute,Organic,Haryana,Rabi,2012,26.11,30.76,Tons,61642.29,Haryana
Rice,Organic,Haryana,Rabi,2001,51.87,54.31,Tons,98769.44,Haryana
Rice,Standard,Madhya Pradesh,Zaid,2007,31.52,32.47,Tons,57089.32,Madhya Pradesh
Jute,High Yield,Andhra Pradesh,Rabi,2004,20.13,18.38,Tons,46494.78,Andhra Pradesh
Groundnut,Organic,Uttar Pradesh,Zaid,2014,13.37,14.44,Tons,28805.55,Uttar Pradesh
Sugarcane,Hybrid,Punjab,Rabi,2013,94.69,89.6,Tons,159399.02,Punjab
Maize,Hybrid,Andhra Pradesh,Kharif,2013,27.24,32.55,Tons,52567.59,Andhra Pradesh
Rice,Standard,Rajasthan,Zaid,2001,30.5,27.37,Tons,70220.15,Rajasthan
Groundnut,Hybrid,Haryana,Rabi,2007,21.35,25.03,Tons,51180.54,Haryana
Maize,High Yield,Madhya Pradesh,Zaid,2005,20.1,17.55,Tons,37530.9,Madhya Pradesh
Groundnut,High Yield,Madhya Pradesh,Zaid,2002,12.31,14.74,Tons,25033.38,Madhya Pradesh
Cotton,Hybrid,Andhra Pradesh,Rabi,2005,14.78,16.64,Tons,28727.74,Andhra Pradesh
Pulses,Organic,Maharashtra,Zaid,2002,5.45,4.78,Tons,9408.79,Maharashtra
Rice,Hybrid,Haryana,Zaid,2003,40.55,45.76,Tons,69996.23,Haryana
Cotton,Organic,Haryana,Rabi,2001,14.93,17.35,Tons,34487.27,Haryana
Soybean,Standard,Karnataka,Zaid,2005,7.66,7.12,Tons,12016.87,Karnataka
Jute,Standard,Rajasthan,Rabi,2004,19.46,20.66,Tons,34727.64,Rajasthan
Groundnut,High Yield,Gujarat,Kharif,2008,18.57,17.92,Tons,30358.96,Gujarat
Jute,High Yield,Maharashtra,Kharif,2010,17.73,18.04,Tons,29362.73,Maharashtra
Maize,Organic,Punjab,Zaid,2009,25.01,25.35,Tons,41024.0,Punjab
Maize,Hybrid,Uttar Pradesh,Kharif,2005,30.62,28.14,Tons,65209.58,Uttar Pradesh
Maize,High Yield,Rajasthan,Zaid,2002,16.11,19.0,Tons,35147.61,Rajasthan
Oilseeds,High Yield,Madhya Pradesh,Zaid,2010,8.79,9.99,Tons,19351.99,Madhya Pradesh
Jute,Standard,Gujarat,Rabi,2008,24.03,24.09,Tons,44369.01,Gujarat
Maize,High Yield,Tamil Nadu,Kharif,2011,26.33,24.67,Tons,48344.88,Tamil Nadu
Soybean,High Yield,Karnataka,Rabi,2009,11.69,12.06,Tons,28922.17,Karnataka
Soybean,Organic,Madhya Pradesh,Zaid,2004,7.05,6.16,Tons,13585.95,Madhya Pradesh
Pulses,Hybrid,Punjab,Rabi,2003,12.29,14.51,Tons,21580.03,Punjab
Pulses,High Yield,Rajasthan,Kharif,2009,7.27,6.2,Tons,14427.91,Rajasthan
Pulses,High Yield,Andhra Pradesh,Zaid,2008,6.4,5.83,Tons,14735.17,Andhra Pradesh
Jute,High Yield,Gujarat,Kharif,2012,18.89,21.88,Tons,31440.82,Gujarat
Jute,Organic,Punjab,Kharif,2002,29.58,26.51,Tons,53622.51,Punjab
Wheat,High Yield,Andhra Pradesh,Zaid,2002,32.13,37.62,Tons,70071.94,Andhra Pradesh
Maize,High Yield,Gujarat,Kharif,2005,28.42,29.47,Tons,57239.2,Gujarat
Oilseeds,High Yield,Madhya Pradesh,Zaid,2006,9.3,8.72,Tons,22247.44,Madhya Pradesh
Rice,Hybrid,Rajasthan,Zaid,2001,30.07,30.27,Tons,56832.31,Rajasthan
Soybean,High Yield,Uttar Pradesh,Kharif,2013,13.14,10.57,Tons,23199.78,Uttar Pradesh
Oilseeds,Hybrid,Punjab,Kharif,2004,13.77,12.72,Tons,22289.17,Punjab
Rice,High Yield,Rajasthan,Kharif,2003,30.34,31.52,Tons,58543.75,Rajasthan
Rice,Organic,Rajasthan,Rabi,2012,42.1,33.86,Tons,83009.28,Rajasthan
Soybean,Standard,Gujarat,Rabi,2006,11.32,11.51,Tons,19357.2,Gujarat
Groundnut,Organic,Haryana,Rabi,2006,23.56,26.14,Tons,38091.31,Haryana
Oilseeds,Organic,Uttar Pradesh,Zaid,2004,9.83,11.38,Tons,20395.23,Uttar Pradesh
Maize,Organic,Punjab,Rabi,2014,32.04,38.31,Tons,53440.92,Punjab
Soybean,Hybrid,Haryana,Zaid,2014,9.31,8.69,Tons,18711.67,Haryana
Cotton,Hybrid,Tamil Nadu,Kharif,2005,14.07,15.52,Tons,23906.72,Tamil Nadu
Pulses,Hybrid,Karnataka,Kharif,2013,8.05,7.36,Tons,18868.64,Karnataka
Soybean,Hybrid,Uttar Pradesh,Rabi,2007,13.75,14.41,Tons,21929.39,Uttar Pradesh
Jute,Standard,Tamil Nadu,Kharif,2013,18.1,18.02,Tons,42262.13,Tamil Nadu
Soybean,Standard,Maharashtra,Kharif,2006,10.5,11.85,Tons,16821.31,Maharashtra
Rice,Hybrid,Madhya Pradesh,Rabi,2006,41.12,41.76,Tons,100672.2,Madhya Pradesh
Wheat,High Yield,Tamil Nadu,Zaid,2009,27.97,31.67,Tons,61092.3,Tamil Nadu
Jute,Organic,Gujarat,Zaid,2013,15.1,16.82,Tons,33148.43,Gujarat
Pulses,Standard,Maharashtra,Zaid,2013,5.61,6.0,Tons,8437.11,Maharashtra
Pulses,Standard,Tamil Nadu,Kharif,2012,8.67,10.31,Tons,19390.38,Tamil Nadu
Groundnut,Standard,Rajasthan,Zaid,2005,10.58,8.9,Tons,25880.63,Rajasthan
Rice,Hybrid,Punjab,Kharif,2014,47.11,48.77,Tons,76655.29,Punjab
Wheat,Hybrid,Gujarat,Zaid,2006,29.9,31.22,Tons,45485.47,Gujarat
Cotton,Standard,Uttar Pradesh,Kharif,2014,15.73,13.78,Tons,39051.72,Uttar Pradesh
Oilseeds,Hybrid,Gujarat,Zaid,2014,10.66,12.09,Tons,18165.9,Gujarat
Jute,High Yield,Madhya Pradesh,Zaid,2003,12.92,13.45,Tons,31704.66,Madhya Pradesh
Soybean,Hybrid,Haryana,Kharif,2014,12.82,12.19,Tons,29256.19,Haryana
Wheat,Hybrid,Karnataka,Rabi,2005,34.24,30.44,Tons,60768.19,Karnataka
Oilseeds,Hybrid,Andhra Pradesh,Kharif,2010,13.72,14.13,Tons,33385.61,Andhra Pradesh
Soybean,Organic,Maharashtra,Rabi,2013,10.82,11.29,Tons,26604.88,Maharashtra
Jute,Standard,Haryana,Kharif,2002,23.8,21.37,Tons,41107.61,Haryana
Maize,Standard,Rajasthan,Zaid,2006,14.89,15.22,Tons,23631.05,Rajasthan
Oilseeds,Standard,Uttar Pradesh,Zaid,2010,11.74,10.81,Tons,21064.0,Uttar Pradesh
Pulses,High Yield,Andhra Pradesh,Rabi,2010,8.11,7.39,Tons,19575.6,Andhra Pradesh
Groundnut,Hybrid,Gujarat,Rabi,2014,19.2,18.87,Tons,34038.78,Gujarat
Jute,Standard,Madhya Pradesh,Kharif,2011,18.43,17.43,Tons,42873.43,Madhya Pradesh
Sugarcane,Organic,Tamil Nadu,Kharif,2008,64.05,52.23,Tons,99005.75,Tamil Nadu
Maize,Standard,Tamil Nadu,Kharif,2005,27.46,25.85,Tons,56077.74,Tamil Nadu
Pulses,Hybrid,Haryana,Zaid,2014,7.81,8.78,Tons,16393.77,Haryana
Jute,High Yield,Rajasthan,Zaid,2010,15.43,17.49,Tons,29069.14,Rajasthan
Oilseeds,Hybrid,Haryana,Rabi,2009,16.86,16.42,Tons,30558.2,Haryana
Oilseeds,Organic,Rajasthan,Zaid,2013,8.42,8.14,Tons,15418.74,Rajasthan
Maize,High Yield,Maharashtra,Kharif,2014,22.88,27.2,Tons,44075.41,Maharashtra
Cotton,High Yield,Andhra Pradesh,Kharif,2008,12.71,12.5,Tons,28744.83,Andhra Pradesh
Maize,Hybrid,Karnataka,Kharif,2006,20.69,24.54,Tons,32378.82,Karnataka
Soybean,Standard,Madhya Pradesh,Zaid,2004,7.0,6.91,Tons,11778.5,Madhya Pradesh
Pulses,Standard,Karnataka,Kharif,2008,7.38,6.09,Tons,15143.84,Karnataka
Pulses,Standard,Karnataka,Rabi,2004,7.49,7.56,Tons,12005.55,Karnataka
Oilseeds,High Yield,Uttar Pradesh,Rabi,2004,14.54,12.81,Tons,23549.37,Uttar Pradesh
Jute,Organic,Haryana,Zaid,2014,19.97,23.57,Tons,37719.83,Haryana
Jute,Organic,Punjab,Zaid,2014,18.97,18.49,Tons,36090.96,Punjab
Cotton,High Yield,Andhra Pradesh,Rabi,2009,12.03,12.24,Tons,19445.96,Andhra Pradesh
Rice,Hybrid,Haryana,Kharif,2013,47.4,43.88,Tons,106945.78,Haryana
Oilseeds,Hybrid,Gujarat,Zaid,2006,9.14,7.68,Tons,17358.41,Gujarat
Jute,Hybrid,Gujarat,Zaid,2006,19.96,16.47,Tons,36271.84,Gujarat
Groundnut,Hybrid,Andhra Pradesh,Zaid,2004,13.0,14.68,Tons,30022.49,Andhra Pradesh
Sugarcane,Standard,Uttar Pradesh,Rabi,2008,101.0,83.0,Tons,235432.56,Uttar Pradesh
Sugarcane,Hybrid,Gujarat,Kharif,2014,82.12,87.12,Tons,139037.66,Gujarat
Cotton,High Yield,Punjab,Rabi,2004,16.71,14.15,Tons,35371.22,Punjab
Maize,High Yield,Punjab,Zaid,2010,25.88,29.02,Tons,43386.69,Punjab
Cotton,Hybrid,Gujarat,Zaid,2011,10.99,11.65,Tons,19041.54,Gujarat
Oilseeds,Standard,Maharashtra,Zaid,2004,10.02,10.6,Tons,19709.22,Maharashtra
Maize,Hybrid,Madhya Pradesh,Kharif,2001,21.35,21.24,Tons,49765.16,Madhya Pradesh
Soybean,High Yield,Andhra Pradesh,Kharif,2005,11.1,11.79,Tons,25601.91,Andhra Pradesh
Cotton,Standard,Gujarat,Kharif,2006,14.61,13.09,Tons,35954.76,Gujarat
Cotton,Standard,Tamil Nadu,Zaid,2013,10.21,11.4,Tons,25340.81,Tamil Nadu
Pulses,Standard,Haryana,Rabi,2011,12.11,13.55,Tons,23222.62,Haryana
Pulses,Standard,Maharashtra,Zaid,2011,6.25,5.25,Tons,14394.83,Maharashtra
Soybean,Standard,Maharashtra,Kharif,2006,10.78,10.86,Tons,23787.93,Maharashtra
Jute,High Yield,Punjab,Kharif,2005,23.15,25.46,Tons,54094.32,Punjab
Oilseeds,High Yield,Andhra Pradesh,Rabi,2013,14.66,13.91,Tons,34283.02,Andhra Pradesh
